Filename	HasTarget	TargetCenterX	TargetCenterY	TargetWidth	TargetHeight	TargetAngle
frame0632.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0633.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0634.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0635.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0636.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0637.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0638.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0639.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0640.jpg	1	632.761	273.458	43.376	45.874	94.769
frame0641.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0642.jpg	1	607.938	254.162	44.050	46.331	86.308
frame0643.jpg	1	597.297	244.939	44.181	45.755	79.759
frame0644.jpg	1	585.689	237.684	44.226	45.500	78.600
frame0645.jpg	1	573.928	232.764	44.429	45.112	72.881
frame0646.jpg	1	561.881	229.182	44.282	45.249	54.091
frame0647.jpg	1	549.748	226.673	44.194	44.996	50.649
frame0648.jpg	1	537.541	225.164	44.239	45.044	54.904
frame0649.jpg	1	525.241	224.267	44.219	44.991	41.946
frame0650.jpg	1	512.765	224.129	44.172	45.124	44.405
frame0651.jpg	1	500.073	224.298	44.289	45.203	38.041
frame0652.jpg	1	487.259	224.992	44.474	45.290	47.118
frame0653.jpg	1	474.147	226.279	44.539	45.469	47.729
frame0654.jpg	1	461.019	227.696	44.835	45.486	36.473
frame0655.jpg	1	447.604	229.359	45.142	45.771	48.014
frame0656.jpg	1	434.290	230.907	45.232	45.913	60.588
frame0657.jpg	1	417.643	232.280	45.577	46.160	72.531
frame0658.jpg	1	404.275	232.626	45.685	46.462	78.027
frame0659.jpg	1	390.850	231.594	45.651	46.728	77.696
frame0660.jpg	1	377.775	228.446	45.906	46.861	86.362
frame0661.jpg	1	364.776	222.857	46.318	47.114	95.610
frame0662.jpg	1	351.608	214.531	46.512	47.419	97.734
frame0663.jpg	1	338.704	203.829	46.759	47.592	97.846
frame0664.jpg	1	322.498	188.049	46.870	47.740	100.085
frame0665.jpg	1	312.550	178.160	46.986	47.787	107.245
frame0666.jpg	1	299.416	164.463	47.187	47.572	102.659
frame0667.jpg	1	285.727	150.710	47.017	47.357	73.038
frame0668.jpg	1	271.077	136.724	46.720	47.011	23.801
frame0669.jpg	1	257.211	122.497	46.452	46.862	30.969
frame0670.jpg	1	243.535	108.088	46.015	46.864	36.116
frame0671.jpg	1	229.822	93.264	45.925	46.705	38.083
frame0672.jpg	1	213.071	74.294	45.547	46.723	43.412
frame0673.jpg	1	199.458	58.495	45.269	46.629	41.205
frame0674.jpg	1	185.554	41.950	45.218	47.014	34.913
frame0675.jpg	1	172.023	24.972	45.606	47.074	37.604
frame0676.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0677.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0678.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0679.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0680.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0681.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0682.jpg	0	0.000	0.000	0.000	0.000	0.000
