Filename	HasTarget	TargetCenterX	TargetCenterY	TargetWidth	TargetHeight	TargetAngle
frame0514.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0515.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0516.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0517.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0518.jpg	1	279.179	481.895	252.718	313.726	12.277
frame0519.jpg	1	274.824	454.733	236.791	272.905	19.474
frame0520.jpg	1	271.848	414.408	225.638	249.538	29.014
frame0521.jpg	1	268.296	399.881	222.783	245.457	31.422
frame0522.jpg	1	265.570	362.138	209.913	228.257	50.187
frame0523.jpg	1	263.364	335.176	202.338	221.312	55.823
frame0524.jpg	1	259.858	320.471	194.817	217.212	61.694
frame0525.jpg	1	257.490	303.602	186.771	212.877	66.796
frame0526.jpg	1	256.797	271.080	172.209	206.270	74.547
frame0527.jpg	1	255.210	208.592	163.885	200.013	77.268
frame0528.jpg	1	255.478	188.306	158.262	196.996	77.233
frame0529.jpg	1	256.198	170.788	149.047	194.957	79.383
frame0530.jpg	1	257.612	151.570	141.308	191.781	80.779
frame0531.jpg	1	258.519	132.266	133.371	188.391	81.391
frame0532.jpg	1	259.766	114.024	125.609	184.884	82.271
frame0533.jpg	1	261.802	96.991	118.536	182.430	83.147
frame0534.jpg	1	264.413	81.033	112.620	179.244	83.854
frame0535.jpg	1	267.405	65.173	106.528	177.262	84.699
frame0536.jpg	1	271.910	49.664	100.843	175.270	85.468
frame0537.jpg	1	274.692	34.144	95.073	174.412	86.245
frame0538.jpg	1	278.191	24.919	92.068	173.773	86.750
frame0539.jpg	1	281.771	20.469	90.750	173.093	87.130
frame0540.jpg	1	285.633	21.274	90.438	172.928	87.539
frame0541.jpg	1	290.499	23.451	92.611	173.141	88.016
frame0542.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0543.jpg	1	305.023	28.796	94.303	174.576	89.220
frame0544.jpg	1	311.739	30.291	95.210	175.636	89.784
frame0545.jpg	1	319.011	34.444	98.377	177.611	90.595
frame0546.jpg	1	327.474	42.479	103.398	180.814	91.179
frame0547.jpg	1	334.855	55.796	110.178	186.305	91.725
frame0548.jpg	1	342.771	74.759	120.821	190.347	92.959
frame0549.jpg	1	350.286	105.014	135.166	197.577	94.056
frame0550.jpg	1	354.360	123.474	143.946	201.701	95.087
frame0551.jpg	1	359.897	144.343	155.329	206.435	96.668
frame0552.jpg	1	369.154	163.452	165.278	212.197	99.400
frame0553.jpg	1	379.533	180.038	172.823	216.442	102.242
frame0554.jpg	1	394.386	197.969	180.303	222.811	105.801
frame0555.jpg	1	403.290	205.696	183.592	225.671	108.206
frame0556.jpg	1	413.530	211.586	184.793	228.274	110.065
frame0557.jpg	1	424.966	213.632	184.088	229.562	111.260
frame0558.jpg	1	431.557	211.284	181.521	228.320	111.977
frame0559.jpg	1	436.613	206.594	177.406	226.193	111.457
frame0560.jpg	1	440.062	200.975	172.710	224.043	111.721
frame0561.jpg	1	441.173	193.472	168.283	220.001	111.221
frame0562.jpg	1	439.362	184.227	163.205	216.254	109.622
frame0563.jpg	1	434.460	174.099	158.056	211.601	108.621
frame0564.jpg	1	431.028	169.130	155.381	209.235	107.425
frame0565.jpg	1	414.290	153.224	146.724	200.818	103.908
frame0566.jpg	1	402.174	143.885	142.294	195.495	102.007
frame0567.jpg	1	393.515	138.665	136.741	192.100	100.357
frame0568.jpg	1	386.483	133.798	134.228	189.873	99.380
frame0569.jpg	1	371.733	123.787	128.538	185.725	96.827
frame0570.jpg	1	356.391	113.798	123.682	181.343	94.735
frame0571.jpg	1	340.187	104.765	118.481	177.887	92.574
frame0572.jpg	1	315.449	90.971	110.981	173.042	89.686
frame0573.jpg	1	304.183	83.246	107.435	171.069	88.465
frame0574.jpg	1	289.797	74.508	103.935	168.924	86.858
frame0575.jpg	1	274.740	70.511	101.663	167.850	85.496
frame0576.jpg	1	260.144	69.458	101.097	167.284	83.993
frame0577.jpg	1	245.095	72.020	101.623	168.508	82.388
frame0578.jpg	1	231.176	77.087	103.642	170.201	80.855
