Filename	HasTarget	TargetCenterX	TargetCenterY	TargetWidth	TargetHeight	TargetAngle
frame0157.jpg	1	330.632	77.637	20.607	35.093	87.381
frame0158.jpg	1	333.465	79.256	20.850	35.441	88.609
frame0159.jpg	1	336.712	80.504	21.239	35.986	89.082
frame0160.jpg	1	338.627	81.594	21.460	36.313	89.430
frame0161.jpg	1	339.970	83.326	21.944	36.947	89.324
frame0162.jpg	1	340.123	85.136	22.247	37.134	89.181
frame0163.jpg	1	339.030	86.806	22.626	37.674	89.254
frame0164.jpg	1	336.256	87.743	22.946	37.849	88.702
frame0165.jpg	1	331.570	88.636	23.336	38.420	88.781
frame0166.jpg	1	327.265	89.798	23.803	39.062	88.414
frame0167.jpg	1	321.373	90.989	24.020	39.544	87.799
frame0168.jpg	1	315.810	92.685	24.197	40.326	87.711
frame0169.jpg	1	310.942	94.024	24.559	40.614	86.835
frame0170.jpg	1	306.741	94.617	25.108	41.074	86.683
frame0171.jpg	1	303.242	94.900	25.308	41.535	86.753
frame0172.jpg	1	300.057	95.266	25.643	42.076	86.649
frame0173.jpg	1	297.552	95.222	25.885	42.617	85.895
frame0174.jpg	1	294.451	95.239	25.991	43.071	85.635
frame0175.jpg	1	292.152	95.204	26.296	43.566	85.481
frame0176.jpg	1	289.960	95.714	26.818	44.098	85.473
frame0177.jpg	1	289.705	96.289	27.074	44.410	85.555
frame0178.jpg	1	290.995	97.073	27.570	44.792	85.521
frame0179.jpg	1	293.293	97.902	27.877	45.165	85.942
frame0180.jpg	1	296.198	98.684	27.910	45.528	86.378
frame0181.jpg	1	299.241	99.561	28.518	45.959	86.697
frame0182.jpg	1	303.832	100.744	28.837	46.522	87.345
frame0183.jpg	1	307.729	101.649	29.090	46.871	87.953
frame0184.jpg	1	311.386	102.795	29.447	47.268	88.371
frame0185.jpg	1	313.780	104.129	29.855	47.585	88.552
frame0186.jpg	1	314.688	105.197	30.109	47.866	88.813
frame0187.jpg	1	314.019	106.440	30.394	48.378	88.677
frame0188.jpg	1	311.499	108.017	30.470	48.988	88.392
frame0189.jpg	1	307.933	109.649	31.078	48.835	87.695
frame0190.jpg	1	302.697	111.730	31.384	49.211	87.210
frame0191.jpg	1	296.731	114.080	31.826	49.565	86.615
frame0192.jpg	1	289.063	116.726	31.949	49.981	85.756
frame0193.jpg	1	279.729	119.828	32.489	50.278	84.474
frame0194.jpg	1	267.947	123.475	33.072	50.677	82.840
frame0195.jpg	1	255.050	127.451	33.186	51.186	81.629
frame0196.jpg	1	241.494	132.132	33.936	51.848	79.418
frame0197.jpg	1	223.273	138.769	34.689	52.543	77.437
frame0198.jpg	1	207.747	144.477	35.359	53.270	75.638
frame0199.jpg	1	192.499	150.954	36.054	54.537	73.734
frame0200.jpg	1	178.270	158.127	36.757	55.494	72.367
frame0201.jpg	1	166.248	165.517	37.784	56.842	70.774
frame0202.jpg	1	157.255	173.262	39.287	58.663	69.386
frame0203.jpg	1	154.471	179.921	40.838	60.263	68.496
frame0204.jpg	1	155.643	186.312	42.346	62.175	68.558
frame0205.jpg	1	160.994	193.040	44.591	63.893	67.956
frame0206.jpg	1	169.482	199.735	46.851	65.681	68.103
frame0207.jpg	1	180.481	206.416	49.102	67.221	68.830
frame0208.jpg	1	197.508	215.352	52.496	69.042	69.322
frame0209.jpg	1	209.557	220.474	54.381	70.171	70.882
frame0210.jpg	1	231.447	228.479	57.686	72.112	72.685
frame0211.jpg	1	245.982	232.972	59.648	73.188	75.038
frame0212.jpg	1	271.310	239.490	62.864	74.901	79.511
frame0213.jpg	1	298.250	243.809	65.385	76.586	86.026
frame0214.jpg	1	320.613	245.294	66.564	77.730	91.839
frame0215.jpg	1	337.994	245.296	67.098	78.727	95.994
frame0216.jpg	1	361.119	243.826	67.154	79.792	101.917
frame0217.jpg	1	384.204	239.701	66.108	80.667	105.979
frame0218.jpg	1	406.266	233.647	64.456	81.025	108.481
frame0219.jpg	1	427.766	226.049	62.369	81.227	110.794
frame0220.jpg	1	448.287	216.820	59.669	80.736	112.395
frame0221.jpg	1	467.437	205.910	56.429	80.117	112.723
frame0222.jpg	1	485.655	194.672	53.553	79.256	113.055
frame0223.jpg	1	501.967	182.486	50.358	78.221	112.721
frame0224.jpg	1	515.225	168.954	46.992	76.516	112.123
frame0225.jpg	1	529.245	152.184	43.118	74.403	111.202
frame0226.jpg	1	538.804	138.715	40.396	72.415	110.593
frame0227.jpg	1	547.329	125.354	37.510	70.620	109.648
frame0228.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0229.jpg	1	558.763	99.456	32.797	66.605	107.865
frame0230.jpg	1	563.048	87.332	30.750	64.622	107.002
frame0231.jpg	1	567.894	76.060	28.782	62.978	105.835
