Filename	HasTarget	TargetCenterX	TargetCenterY	TargetWidth	TargetHeight	TargetAngle
frame0660.jpg	1	590.831	153.461	61.322	125.449	107.961
frame0661.jpg	1	576.835	151.167	62.790	123.766	107.521
frame0662.jpg	1	555.534	149.265	63.168	120.857	107.045
frame0663.jpg	1	540.227	148.185	63.319	118.840	106.168
frame0664.jpg	1	526.315	147.522	64.019	116.933	105.826
frame0665.jpg	1	510.967	146.570	64.439	115.432	105.083
frame0666.jpg	1	501.995	145.862	64.669	115.153	104.421
frame0667.jpg	1	495.110	145.368	65.170	114.525	104.186
frame0668.jpg	1	489.077	144.197	64.947	114.160	103.947
frame0669.jpg	1	486.416	143.593	64.882	114.546	103.426
frame0670.jpg	1	484.642	144.095	64.968	114.101	103.460
frame0671.jpg	1	484.401	144.302	64.760	114.633	103.088
frame0672.jpg	1	485.041	144.288	64.554	114.568	103.265
frame0673.jpg	1	486.418	143.032	63.684	115.356	102.860
frame0674.jpg	1	487.797	141.359	63.663	115.563	102.910
frame0675.jpg	1	489.978	139.651	63.555	115.832	103.051
frame0676.jpg	1	492.821	139.191	63.047	116.520	103.074
frame0677.jpg	1	496.104	141.885	62.823	116.931	103.349
frame0678.jpg	1	498.541	143.357	62.368	117.620	103.481
frame0679.jpg	1	502.083	145.527	62.034	117.808	103.429
frame0680.jpg	1	504.897	145.862	61.458	118.069	103.338
frame0681.jpg	1	509.494	144.114	61.078	118.672	103.287
frame0682.jpg	1	513.084	142.563	60.811	119.166	103.736
frame0683.jpg	1	515.351	141.415	60.909	119.680	103.703
frame0684.jpg	1	516.490	140.773	60.676	119.895	103.856
frame0685.jpg	1	529.808	143.685	59.372	123.726	103.737
frame0686.jpg	1	533.555	145.751	59.057	124.432	103.878
frame0687.jpg	1	535.930	145.716	58.875	125.244	103.772
frame0688.jpg	1	538.453	144.412	58.777	125.971	103.800
frame0689.jpg	1	540.423	144.250	58.662	126.440	103.951
frame0690.jpg	1	541.969	146.902	58.869	126.584	104.024
frame0691.jpg	1	542.346	151.068	58.805	126.308	104.154
frame0692.jpg	1	541.854	155.690	58.613	125.693	104.100
frame0693.jpg	1	540.461	160.459	58.602	125.337	104.170
frame0694.jpg	1	539.541	162.959	58.791	124.942	104.446
frame0695.jpg	1	538.369	167.166	59.077	124.212	104.534
frame0696.jpg	1	537.590	170.063	58.925	123.829	104.439
frame0697.jpg	1	537.330	171.717	59.000	123.473	104.363
frame0698.jpg	1	532.663	185.113	59.517	121.302	104.947
frame0699.jpg	1	526.468	197.537	60.738	117.417	105.560
frame0700.jpg	1	522.176	203.177	60.982	115.946	105.700
frame0701.jpg	1	519.469	208.162	61.563	115.300	105.896
frame0702.jpg	1	518.002	211.249	61.533	115.237	105.739
frame0703.jpg	1	514.737	219.704	63.108	115.546	106.110
frame0704.jpg	1	512.251	224.855	64.540	116.985	106.060
frame0705.jpg	1	510.109	227.494	65.525	118.131	106.006
frame0706.jpg	1	506.920	231.641	67.599	119.670	106.175
frame0707.jpg	1	502.471	236.204	70.141	121.946	106.501
frame0708.jpg	1	498.044	241.451	72.541	122.519	106.760
frame0709.jpg	1	494.092	247.847	74.415	123.876	107.052
frame0710.jpg	1	490.721	254.029	76.263	124.382	107.170
frame0711.jpg	1	487.113	260.255	78.566	124.681	107.984
frame0712.jpg	1	484.606	256.422	79.581	123.895	108.021
frame0713.jpg	1	482.976	252.182	79.731	123.502	107.916
frame0714.jpg	1	482.672	250.458	79.714	123.055	108.007
frame0715.jpg	1	482.342	248.699	79.843	122.747	108.006
frame0716.jpg	1	480.660	240.538	79.711	120.230	108.062
frame0717.jpg	1	480.871	234.960	78.794	119.223	107.760
frame0718.jpg	1	481.683	229.737	78.769	117.426	108.708
frame0719.jpg	1	482.967	224.856	78.356	117.019	108.256
frame0720.jpg	1	483.945	221.330	77.853	116.518	108.670
frame0721.jpg	1	484.946	215.500	77.632	115.048	108.705
frame0722.jpg	1	488.408	197.117	77.215	114.478	109.152
frame0723.jpg	1	492.550	185.498	77.174	115.226	108.655
frame0724.jpg	1	496.012	176.640	77.546	116.855	108.659
frame0725.jpg	1	501.021	169.013	78.426	119.122	108.571
frame0726.jpg	1	506.285	165.896	79.190	122.234	108.845
frame0727.jpg	1	509.135	157.714	80.728	124.503	108.495
frame0728.jpg	1	511.033	152.955	81.421	125.691	108.820
frame0729.jpg	1	517.898	138.980	83.314	128.909	108.572
frame0730.jpg	1	523.056	127.575	85.069	132.882	108.511
frame0731.jpg	1	526.381	118.358	86.793	136.643	108.173
frame0732.jpg	1	528.650	111.170	88.401	139.892	107.905
frame0733.jpg	1	531.535	104.100	90.612	144.798	107.581
frame0734.jpg	1	534.277	98.882	92.368	149.591	107.370
frame0735.jpg	1	536.533	94.079	94.020	154.359	107.125
frame0736.jpg	1	537.298	92.557	94.909	155.642	106.924
frame0737.jpg	1	542.557	86.239	98.517	165.786	106.512
frame0738.jpg	1	545.209	83.663	101.408	173.079	106.089
frame0739.jpg	1	548.800	78.841	106.703	187.254	105.708
frame0740.jpg	1	-1.000	-1.000	-1.000	-1.000	-1.000
frame0741.jpg	1	552.227	67.587	113.956	206.904	104.721
frame0742.jpg	1	552.141	65.333	120.306	223.345	104.173
