Filename	HasTarget	TargetCenterX	TargetCenterY	TargetWidth	TargetHeight	TargetAngle
frame0049.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0050.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0051.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0052.jpg	1	586.985	84.834	87.237	90.701	27.473
frame0053.jpg	1	381.698	243.886	85.898	89.245	41.821
frame0054.jpg	1	344.194	272.182	84.880	87.822	53.772
frame0055.jpg	1	278.984	313.994	82.030	84.398	91.649
frame0056.jpg	1	265.847	321.793	81.038	83.697	102.019
frame0057.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0058.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0059.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0060.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0061.jpg	0	0.000	0.000	0.000	0.000	0.000
frame0062.jpg	0	0.000	0.000	0.000	0.000	0.000
